id,text,entities_json
13,"Durante la inspección, Una trabajadora observó área obstruida en la zona de carga alrededor de el tablero principal tras sobreesfuerzo.","[{""start"": 23, ""end"": 38, ""label"": ""PERSONA"", ""text"": ""Una trabajadora""}, {""start"": 47, ""end"": 61, ""label"": ""CONDICION"", ""text"": ""área obstruida""}, {""start"": 65, ""end"": 81, ""label"": ""AREA"", ""text"": ""la zona de carga""}, {""start"": 95, ""end"": 115, ""label"": ""EQUIPO"", ""text"": ""el tablero principal""}, {""start"": 121, ""end"": 134, ""label"": ""EVENTO"", ""text"": ""sobreesfuerzo""}]"
39,El técnico reportó resbalón en el pasillo central asociado a piso húmedo cerca de el panel eléctrico y posible exposición a resina.,"[{""start"": 0, ""end"": 10, ""label"": ""PERSONA"", ""text"": ""El técnico""}, {""start"": 19, ""end"": 27, ""label"": ""EVENTO"", ""text"": ""resbalón""}, {""start"": 31, ""end"": 49, ""label"": ""AREA"", ""text"": ""el pasillo central""}, {""start"": 61, ""end"": 72, ""label"": ""CONDICION"", ""text"": ""piso húmedo""}, {""start"": 82, ""end"": 100, ""label"": ""EQUIPO"", ""text"": ""el panel eléctrico""}, {""start"": 124, ""end"": 130, ""label"": ""SUSTANCIA"", ""text"": ""resina""}]"
53,"Durante la inspección, El trabajador observó materiales fuera de lugar en la sala técnica alrededor de una herramienta industrial tras resbalón.","[{""start"": 23, ""end"": 36, ""label"": ""PERSONA"", ""text"": ""El trabajador""}, {""start"": 45, ""end"": 70, ""label"": ""CONDICION"", ""text"": ""materiales fuera de lugar""}, {""start"": 74, ""end"": 89, ""label"": ""AREA"", ""text"": ""la sala técnica""}, {""start"": 103, ""end"": 129, ""label"": ""EQUIPO"", ""text"": ""una herramienta industrial""}, {""start"": 135, ""end"": 143, ""label"": ""EVENTO"", ""text"": ""resbalón""}]"
103,La supervisora encontró cable deteriorado conectado a un motor en la sala de bombas.,"[{""start"": 0, ""end"": 14, ""label"": ""PERSONA"", ""text"": ""La supervisora""}, {""start"": 24, ""end"": 41, ""label"": ""CONDICION"", ""text"": ""cable deteriorado""}, {""start"": 54, ""end"": 62, ""label"": ""EQUIPO"", ""text"": ""un motor""}, {""start"": 66, ""end"": 83, ""label"": ""AREA"", ""text"": ""la sala de bombas""}]"
80,"Durante la inspección, Un operador observó materiales fuera de lugar en el almacén alrededor de un recipiente metálico tras golpe.","[{""start"": 23, ""end"": 34, ""label"": ""PERSONA"", ""text"": ""Un operador""}, {""start"": 43, ""end"": 68, ""label"": ""CONDICION"", ""text"": ""materiales fuera de lugar""}, {""start"": 72, ""end"": 82, ""label"": ""AREA"", ""text"": ""el almacén""}, {""start"": 96, ""end"": 118, ""label"": ""EQUIPO"", ""text"": ""un recipiente metálico""}, {""start"": 124, ""end"": 129, ""label"": ""EVENTO"", ""text"": ""golpe""}]"
107,El auxiliar indicó presencia de gas comprimido en la planta de proceso y riesgo de atrapamiento por superficie resbalosa junto a un motor.,"[{""start"": 0, ""end"": 11, ""label"": ""PERSONA"", ""text"": ""El auxiliar""}, {""start"": 32, ""end"": 46, ""label"": ""SUSTANCIA"", ""text"": ""gas comprimido""}, {""start"": 50, ""end"": 70, ""label"": ""AREA"", ""text"": ""la planta de proceso""}, {""start"": 83, ""end"": 95, ""label"": ""EVENTO"", ""text"": ""atrapamiento""}, {""start"": 100, ""end"": 120, ""label"": ""CONDICION"", ""text"": ""superficie resbalosa""}, {""start"": 129, ""end"": 137, ""label"": ""EQUIPO"", ""text"": ""un motor""}]"
82,La supervisora reportó tropezón en producción asociado a señalización deficiente cerca de un motor y posible exposición a químico volátil.,"[{""start"": 0, ""end"": 14, ""label"": ""PERSONA"", ""text"": ""La supervisora""}, {""start"": 23, ""end"": 31, ""label"": ""EVENTO"", ""text"": ""tropezón""}, {""start"": 35, ""end"": 45, ""label"": ""AREA"", ""text"": ""producción""}, {""start"": 57, ""end"": 80, ""label"": ""CONDICION"", ""text"": ""señalización deficiente""}, {""start"": 90, ""end"": 98, ""label"": ""EQUIPO"", ""text"": ""un motor""}, {""start"": 122, ""end"": 137, ""label"": ""SUSTANCIA"", ""text"": ""químico volátil""}]"
105,Una trabajadora indicó presencia de vapores químicos en la zona de carga y riesgo de sobreesfuerzo por área obstruida junto a el tablero principal.,"[{""start"": 0, ""end"": 15, ""label"": ""PERSONA"", ""text"": ""Una trabajadora""}, {""start"": 36, ""end"": 52, ""label"": ""SUSTANCIA"", ""text"": ""vapores químicos""}, {""start"": 56, ""end"": 72, ""label"": ""AREA"", ""text"": ""la zona de carga""}, {""start"": 85, ""end"": 98, ""label"": ""EVENTO"", ""text"": ""sobreesfuerzo""}, {""start"": 103, ""end"": 117, ""label"": ""CONDICION"", ""text"": ""área obstruida""}, {""start"": 126, ""end"": 146, ""label"": ""EQUIPO"", ""text"": ""el tablero principal""}]"
102,El supervisor indicó presencia de vapores químicos en producción y riesgo de descarga por guarda ausente junto a una mezcladora.,"[{""start"": 0, ""end"": 13, ""label"": ""PERSONA"", ""text"": ""El supervisor""}, {""start"": 34, ""end"": 50, ""label"": ""SUSTANCIA"", ""text"": ""vapores químicos""}, {""start"": 54, ""end"": 64, ""label"": ""AREA"", ""text"": ""producción""}, {""start"": 77, ""end"": 85, ""label"": ""EVENTO"", ""text"": ""descarga""}, {""start"": 90, ""end"": 104, ""label"": ""CONDICION"", ""text"": ""guarda ausente""}, {""start"": 113, ""end"": 127, ""label"": ""EQUIPO"", ""text"": ""una mezcladora""}]"
74,El técnico indicó presencia de resina en el pasillo central y riesgo de resbalón por piso húmedo junto a el panel eléctrico.,"[{""start"": 0, ""end"": 10, ""label"": ""PERSONA"", ""text"": ""El técnico""}, {""start"": 31, ""end"": 37, ""label"": ""SUSTANCIA"", ""text"": ""resina""}, {""start"": 41, ""end"": 59, ""label"": ""AREA"", ""text"": ""el pasillo central""}, {""start"": 72, ""end"": 80, ""label"": ""EVENTO"", ""text"": ""resbalón""}, {""start"": 85, ""end"": 96, ""label"": ""CONDICION"", ""text"": ""piso húmedo""}, {""start"": 105, ""end"": 123, ""label"": ""EQUIPO"", ""text"": ""el panel eléctrico""}]"
71,"Durante la inspección, El electricista observó movimientos repetitivos en la sala técnica alrededor de una mezcladora tras fatiga muscular.","[{""start"": 23, ""end"": 38, ""label"": ""PERSONA"", ""text"": ""El electricista""}, {""start"": 47, ""end"": 70, ""label"": ""CONDICION"", ""text"": ""movimientos repetitivos""}, {""start"": 74, ""end"": 89, ""label"": ""AREA"", ""text"": ""la sala técnica""}, {""start"": 103, ""end"": 117, ""label"": ""EQUIPO"", ""text"": ""una mezcladora""}, {""start"": 123, ""end"": 138, ""label"": ""EVENTO"", ""text"": ""fatiga muscular""}]"
17,Un operador reportó sobreesfuerzo en despacho asociado a piso húmedo cerca de un montacargas y posible exposición a sustancia corrosiva.,"[{""start"": 0, ""end"": 11, ""label"": ""PERSONA"", ""text"": ""Un operador""}, {""start"": 20, ""end"": 33, ""label"": ""EVENTO"", ""text"": ""sobreesfuerzo""}, {""start"": 37, ""end"": 45, ""label"": ""AREA"", ""text"": ""despacho""}, {""start"": 57, ""end"": 68, ""label"": ""CONDICION"", ""text"": ""piso húmedo""}, {""start"": 78, ""end"": 92, ""label"": ""EQUIPO"", ""text"": ""un montacargas""}, {""start"": 116, ""end"": 135, ""label"": ""SUSTANCIA"", ""text"": ""sustancia corrosiva""}]"
109,Una trabajadora reportó fatiga muscular por movimientos repetitivos en la línea de ensamblaje.,"[{""start"": 0, ""end"": 15, ""label"": ""PERSONA"", ""text"": ""Una trabajadora""}, {""start"": 24, ""end"": 39, ""label"": ""EVENTO"", ""text"": ""fatiga muscular""}, {""start"": 44, ""end"": 67, ""label"": ""CONDICION"", ""text"": ""movimientos repetitivos""}, {""start"": 71, ""end"": 93, ""label"": ""AREA"", ""text"": ""la línea de ensamblaje""}]"
57,Una trabajadora indicó presencia de solvente inflamable en la sala técnica y riesgo de golpe por cable expuesto junto a una herramienta industrial.,"[{""start"": 0, ""end"": 15, ""label"": ""PERSONA"", ""text"": ""Una trabajadora""}, {""start"": 36, ""end"": 55, ""label"": ""SUSTANCIA"", ""text"": ""solvente inflamable""}, {""start"": 59, ""end"": 74, ""label"": ""AREA"", ""text"": ""la sala técnica""}, {""start"": 87, ""end"": 92, ""label"": ""EVENTO"", ""text"": ""golpe""}, {""start"": 97, ""end"": 111, ""label"": ""CONDICION"", ""text"": ""cable expuesto""}, {""start"": 120, ""end"": 146, ""label"": ""EQUIPO"", ""text"": ""una herramienta industrial""}]"
88,La operaria reportó fuga en la sala técnica asociado a superficie resbalosa cerca de un motor y posible exposición a solvente inflamable.,"[{""start"": 0, ""end"": 11, ""label"": ""PERSONA"", ""text"": ""La operaria""}, {""start"": 20, ""end"": 24, ""label"": ""EVENTO"", ""text"": ""fuga""}, {""start"": 28, ""end"": 43, ""label"": ""AREA"", ""text"": ""la sala técnica""}, {""start"": 55, ""end"": 75, ""label"": ""CONDICION"", ""text"": ""superficie resbalosa""}, {""start"": 85, ""end"": 93, ""label"": ""EQUIPO"", ""text"": ""un motor""}, {""start"": 117, ""end"": 136, ""label"": ""SUSTANCIA"", ""text"": ""solvente inflamable""}]"
1,Un operador indicó presencia de sustancia corrosiva en la planta de proceso y riesgo de fuga por movimientos repetitivos junto a una máquina prensadora.,"[{""start"": 0, ""end"": 11, ""label"": ""PERSONA"", ""text"": ""Un operador""}, {""start"": 32, ""end"": 51, ""label"": ""SUSTANCIA"", ""text"": ""sustancia corrosiva""}, {""start"": 55, ""end"": 75, ""label"": ""AREA"", ""text"": ""la planta de proceso""}, {""start"": 88, ""end"": 92, ""label"": ""EVENTO"", ""text"": ""fuga""}, {""start"": 97, ""end"": 120, ""label"": ""CONDICION"", ""text"": ""movimientos repetitivos""}, {""start"": 129, ""end"": 151, ""label"": ""EQUIPO"", ""text"": ""una máquina prensadora""}]"
30,Una trabajadora indicó presencia de solvente inflamable en la planta de proceso y riesgo de resbalón por humedad junto a un recipiente metálico.,"[{""start"": 0, ""end"": 15, ""label"": ""PERSONA"", ""text"": ""Una trabajadora""}, {""start"": 36, ""end"": 55, ""label"": ""SUSTANCIA"", ""text"": ""solvente inflamable""}, {""start"": 59, ""end"": 79, ""label"": ""AREA"", ""text"": ""la planta de proceso""}, {""start"": 92, ""end"": 100, ""label"": ""EVENTO"", ""text"": ""resbalón""}, {""start"": 105, ""end"": 112, ""label"": ""CONDICION"", ""text"": ""humedad""}, {""start"": 121, ""end"": 143, ""label"": ""EQUIPO"", ""text"": ""un recipiente metálico""}]"
11,"Durante la inspección, El auxiliar observó postura inadecuada en mantenimiento alrededor de un motor tras fuga.","[{""start"": 23, ""end"": 34, ""label"": ""PERSONA"", ""text"": ""El auxiliar""}, {""start"": 43, ""end"": 61, ""label"": ""CONDICION"", ""text"": ""postura inadecuada""}, {""start"": 65, ""end"": 78, ""label"": ""AREA"", ""text"": ""mantenimiento""}, {""start"": 92, ""end"": 100, ""label"": ""EQUIPO"", ""text"": ""un motor""}, {""start"": 106, ""end"": 110, ""label"": ""EVENTO"", ""text"": ""fuga""}]"
56,El supervisor informó señalización deficiente y área obstruida en el pasillo de circulación.,"[{""start"": 0, ""end"": 13, ""label"": ""PERSONA"", ""text"": ""El supervisor""}, {""start"": 22, ""end"": 45, ""label"": ""CONDICION"", ""text"": ""señalización deficiente""}, {""start"": 48, ""end"": 62, ""label"": ""CONDICION"", ""text"": ""área obstruida""}, {""start"": 66, ""end"": 91, ""label"": ""AREA"", ""text"": ""el pasillo de circulación""}]"
38,El operador sufrió un golpe con una herramienta industrial defectuosa dentro de la línea de empaque.,"[{""start"": 0, ""end"": 11, ""label"": ""PERSONA"", ""text"": ""El operador""}, {""start"": 19, ""end"": 27, ""label"": ""EVENTO"", ""text"": ""un golpe""}, {""start"": 32, ""end"": 58, ""label"": ""EQUIPO"", ""text"": ""una herramienta industrial""}, {""start"": 80, ""end"": 99, ""label"": ""AREA"", ""text"": ""la línea de empaque""}]"
94,Una operaria presentó molestias tras sobreesfuerzo por levantar cajas en el almacén con postura inadecuada.,"[{""start"": 0, ""end"": 12, ""label"": ""PERSONA"", ""text"": ""Una operaria""}, {""start"": 37, ""end"": 50, ""label"": ""EVENTO"", ""text"": ""sobreesfuerzo""}, {""start"": 73, ""end"": 83, ""label"": ""AREA"", ""text"": ""el almacén""}, {""start"": 88, ""end"": 106, ""label"": ""CONDICION"", ""text"": ""postura inadecuada""}]"
44,Un operador reportó fuga en la planta de proceso asociado a movimientos repetitivos cerca de una máquina prensadora y posible exposición a sustancia corrosiva.,"[{""start"": 0, ""end"": 11, ""label"": ""PERSONA"", ""text"": ""Un operador""}, {""start"": 20, ""end"": 24, ""label"": ""EVENTO"", ""text"": ""fuga""}, {""start"": 28, ""end"": 48, ""label"": ""AREA"", ""text"": ""la planta de proceso""}, {""start"": 60, ""end"": 83, ""label"": ""CONDICION"", ""text"": ""movimientos repetitivos""}, {""start"": 93, ""end"": 115, ""label"": ""EQUIPO"", ""text"": ""una máquina prensadora""}, {""start"": 139, ""end"": 158, ""label"": ""SUSTANCIA"", ""text"": ""sustancia corrosiva""}]"
35,La operaria indicó presencia de solvente inflamable en la sala técnica y riesgo de fuga por superficie resbalosa junto a un motor.,"[{""start"": 0, ""end"": 11, ""label"": ""PERSONA"", ""text"": ""La operaria""}, {""start"": 32, ""end"": 51, ""label"": ""SUSTANCIA"", ""text"": ""solvente inflamable""}, {""start"": 55, ""end"": 70, ""label"": ""AREA"", ""text"": ""la sala técnica""}, {""start"": 83, ""end"": 87, ""label"": ""EVENTO"", ""text"": ""fuga""}, {""start"": 92, ""end"": 112, ""label"": ""CONDICION"", ""text"": ""superficie resbalosa""}, {""start"": 121, ""end"": 129, ""label"": ""EQUIPO"", ""text"": ""un motor""}]"
81,El supervisor indicó presencia de resina en despacho y riesgo de golpe por superficie resbalosa junto a un montacargas.,"[{""start"": 0, ""end"": 13, ""label"": ""PERSONA"", ""text"": ""El supervisor""}, {""start"": 34, ""end"": 40, ""label"": ""SUSTANCIA"", ""text"": ""resina""}, {""start"": 44, ""end"": 52, ""label"": ""AREA"", ""text"": ""despacho""}, {""start"": 65, ""end"": 70, ""label"": ""EVENTO"", ""text"": ""golpe""}, {""start"": 75, ""end"": 95, ""label"": ""CONDICION"", ""text"": ""superficie resbalosa""}, {""start"": 104, ""end"": 118, ""label"": ""EQUIPO"", ""text"": ""un montacargas""}]"
2,Un operario resbaló tras derrame de líquido hidráulico cerca de un montacargas en despacho.,"[{""start"": 0, ""end"": 11, ""label"": ""PERSONA"", ""text"": ""Un operario""}, {""start"": 25, ""end"": 32, ""label"": ""EVENTO"", ""text"": ""derrame""}, {""start"": 36, ""end"": 54, ""label"": ""SUSTANCIA"", ""text"": ""líquido hidráulico""}, {""start"": 64, ""end"": 78, ""label"": ""EQUIPO"", ""text"": ""un montacargas""}, {""start"": 82, ""end"": 90, ""label"": ""AREA"", ""text"": ""despacho""}]"
33,El trabajador detectó piso húmedo alrededor de una prensadora en producción antes de una caída.,"[{""start"": 0, ""end"": 13, ""label"": ""PERSONA"", ""text"": ""El trabajador""}, {""start"": 22, ""end"": 33, ""label"": ""CONDICION"", ""text"": ""piso húmedo""}, {""start"": 47, ""end"": 61, ""label"": ""EQUIPO"", ""text"": ""una prensadora""}, {""start"": 65, ""end"": 75, ""label"": ""AREA"", ""text"": ""producción""}, {""start"": 85, ""end"": 94, ""label"": ""EVENTO"", ""text"": ""una caída""}]"
68,El electricista indicó presencia de químico volátil en la sala técnica y riesgo de fatiga muscular por movimientos repetitivos junto a una mezcladora.,"[{""start"": 0, ""end"": 15, ""label"": ""PERSONA"", ""text"": ""El electricista""}, {""start"": 36, ""end"": 51, ""label"": ""SUSTANCIA"", ""text"": ""químico volátil""}, {""start"": 55, ""end"": 70, ""label"": ""AREA"", ""text"": ""la sala técnica""}, {""start"": 83, ""end"": 98, ""label"": ""EVENTO"", ""text"": ""fatiga muscular""}, {""start"": 103, ""end"": 126, ""label"": ""CONDICION"", ""text"": ""movimientos repetitivos""}, {""start"": 135, ""end"": 149, ""label"": ""EQUIPO"", ""text"": ""una mezcladora""}]"
60,El técnico detectó cable expuesto junto a una máquina energizada en producción.,"[{""start"": 0, ""end"": 10, ""label"": ""PERSONA"", ""text"": ""El técnico""}, {""start"": 19, ""end"": 33, ""label"": ""CONDICION"", ""text"": ""cable expuesto""}, {""start"": 42, ""end"": 64, ""label"": ""EQUIPO"", ""text"": ""una máquina energizada""}, {""start"": 68, ""end"": 78, ""label"": ""AREA"", ""text"": ""producción""}]"
49,El operario reportó golpe en producción asociado a superficie resbalosa cerca de una herramienta industrial y posible exposición a químico volátil.,"[{""start"": 0, ""end"": 11, ""label"": ""PERSONA"", ""text"": ""El operario""}, {""start"": 20, ""end"": 25, ""label"": ""EVENTO"", ""text"": ""golpe""}, {""start"": 29, ""end"": 39, ""label"": ""AREA"", ""text"": ""producción""}, {""start"": 51, ""end"": 71, ""label"": ""CONDICION"", ""text"": ""superficie resbalosa""}, {""start"": 81, ""end"": 107, ""label"": ""EQUIPO"", ""text"": ""una herramienta industrial""}, {""start"": 131, ""end"": 146, ""label"": ""SUSTANCIA"", ""text"": ""químico volátil""}]"
50,"Durante la inspección, El técnico observó humedad en la planta de proceso alrededor de una máquina prensadora tras fatiga muscular.","[{""start"": 23, ""end"": 33, ""label"": ""PERSONA"", ""text"": ""El técnico""}, {""start"": 42, ""end"": 49, ""label"": ""CONDICION"", ""text"": ""humedad""}, {""start"": 53, ""end"": 73, ""label"": ""AREA"", ""text"": ""la planta de proceso""}, {""start"": 87, ""end"": 109, ""label"": ""EQUIPO"", ""text"": ""una máquina prensadora""}, {""start"": 115, ""end"": 130, ""label"": ""EVENTO"", ""text"": ""fatiga muscular""}]"
9,La operaria indicó presencia de químico volátil en despacho y riesgo de fatiga muscular por área obstruida junto a una cortadora.,"[{""start"": 0, ""end"": 11, ""label"": ""PERSONA"", ""text"": ""La operaria""}, {""start"": 32, ""end"": 47, ""label"": ""SUSTANCIA"", ""text"": ""químico volátil""}, {""start"": 51, ""end"": 59, ""label"": ""AREA"", ""text"": ""despacho""}, {""start"": 72, ""end"": 87, ""label"": ""EVENTO"", ""text"": ""fatiga muscular""}, {""start"": 92, ""end"": 106, ""label"": ""CONDICION"", ""text"": ""área obstruida""}, {""start"": 115, ""end"": 128, ""label"": ""EQUIPO"", ""text"": ""una cortadora""}]"
77,El operario sufrió una caída en la zona de carga por superficie resbalosa causada por aceite derramado en el piso.,"[{""start"": 0, ""end"": 11, ""label"": ""PERSONA"", ""text"": ""El operario""}, {""start"": 19, ""end"": 28, ""label"": ""EVENTO"", ""text"": ""una caída""}, {""start"": 32, ""end"": 48, ""label"": ""AREA"", ""text"": ""la zona de carga""}, {""start"": 53, ""end"": 73, ""label"": ""CONDICION"", ""text"": ""superficie resbalosa""}, {""start"": 86, ""end"": 92, ""label"": ""SUSTANCIA"", ""text"": ""aceite""}]"
91,"Durante la inspección, El operario observó materiales fuera de lugar en la línea de empaque alrededor de el tablero principal tras derrame.","[{""start"": 23, ""end"": 34, ""label"": ""PERSONA"", ""text"": ""El operario""}, {""start"": 43, ""end"": 68, ""label"": ""CONDICION"", ""text"": ""materiales fuera de lugar""}, {""start"": 72, ""end"": 91, ""label"": ""AREA"", ""text"": ""la línea de empaque""}, {""start"": 105, ""end"": 125, ""label"": ""EQUIPO"", ""text"": ""el tablero principal""}, {""start"": 131, ""end"": 138, ""label"": ""EVENTO"", ""text"": ""derrame""}]"
21,La supervisora indicó presencia de sustancia corrosiva en el laboratorio y riesgo de fatiga muscular por guarda ausente junto a una cortadora.,"[{""start"": 0, ""end"": 14, ""label"": ""PERSONA"", ""text"": ""La supervisora""}, {""start"": 35, ""end"": 54, ""label"": ""SUSTANCIA"", ""text"": ""sustancia corrosiva""}, {""start"": 58, ""end"": 72, ""label"": ""AREA"", ""text"": ""el laboratorio""}, {""start"": 85, ""end"": 100, ""label"": ""EVENTO"", ""text"": ""fatiga muscular""}, {""start"": 105, ""end"": 119, ""label"": ""CONDICION"", ""text"": ""guarda ausente""}, {""start"": 128, ""end"": 141, ""label"": ""EQUIPO"", ""text"": ""una cortadora""}]"
20,La supervisora indicó presencia de aceite en la línea de empaque y riesgo de fuga por cable expuesto junto a un montacargas.,"[{""start"": 0, ""end"": 14, ""label"": ""PERSONA"", ""text"": ""La supervisora""}, {""start"": 35, ""end"": 41, ""label"": ""SUSTANCIA"", ""text"": ""aceite""}, {""start"": 45, ""end"": 64, ""label"": ""AREA"", ""text"": ""la línea de empaque""}, {""start"": 77, ""end"": 81, ""label"": ""EVENTO"", ""text"": ""fuga""}, {""start"": 86, ""end"": 100, ""label"": ""CONDICION"", ""text"": ""cable expuesto""}, {""start"": 109, ""end"": 123, ""label"": ""EQUIPO"", ""text"": ""un montacargas""}]"
15,"Durante la inspección, Un operador observó piso húmedo en despacho alrededor de un montacargas tras sobreesfuerzo.","[{""start"": 23, ""end"": 34, ""label"": ""PERSONA"", ""text"": ""Un operador""}, {""start"": 43, ""end"": 54, ""label"": ""CONDICION"", ""text"": ""piso húmedo""}, {""start"": 58, ""end"": 66, ""label"": ""AREA"", ""text"": ""despacho""}, {""start"": 80, ""end"": 94, ""label"": ""EQUIPO"", ""text"": ""un montacargas""}, {""start"": 100, ""end"": 113, ""label"": ""EVENTO"", ""text"": ""sobreesfuerzo""}]"
7,Un operador reportó golpe en el almacén asociado a materiales fuera de lugar cerca de un recipiente metálico y posible exposición a ácido.,"[{""start"": 0, ""end"": 11, ""label"": ""PERSONA"", ""text"": ""Un operador""}, {""start"": 20, ""end"": 25, ""label"": ""EVENTO"", ""text"": ""golpe""}, {""start"": 29, ""end"": 39, ""label"": ""AREA"", ""text"": ""el almacén""}, {""start"": 51, ""end"": 76, ""label"": ""CONDICION"", ""text"": ""materiales fuera de lugar""}, {""start"": 86, ""end"": 108, ""label"": ""EQUIPO"", ""text"": ""un recipiente metálico""}, {""start"": 132, ""end"": 137, ""label"": ""SUSTANCIA"", ""text"": ""ácido""}]"
12,El trabajador indicó presencia de líquido hidráulico en la línea de empaque y riesgo de derrame por área obstruida junto a la banda transportadora.,"[{""start"": 0, ""end"": 13, ""label"": ""PERSONA"", ""text"": ""El trabajador""}, {""start"": 34, ""end"": 52, ""label"": ""SUSTANCIA"", ""text"": ""líquido hidráulico""}, {""start"": 56, ""end"": 75, ""label"": ""AREA"", ""text"": ""la línea de empaque""}, {""start"": 88, ""end"": 95, ""label"": ""EVENTO"", ""text"": ""derrame""}, {""start"": 100, ""end"": 114, ""label"": ""CONDICION"", ""text"": ""área obstruida""}, {""start"": 123, ""end"": 146, ""label"": ""EQUIPO"", ""text"": ""la banda transportadora""}]"
104,El operario indicó presencia de solvente inflamable en la línea de empaque y riesgo de derrame por materiales fuera de lugar junto a el tablero principal.,"[{""start"": 0, ""end"": 11, ""label"": ""PERSONA"", ""text"": ""El operario""}, {""start"": 32, ""end"": 51, ""label"": ""SUSTANCIA"", ""text"": ""solvente inflamable""}, {""start"": 55, ""end"": 74, ""label"": ""AREA"", ""text"": ""la línea de empaque""}, {""start"": 87, ""end"": 94, ""label"": ""EVENTO"", ""text"": ""derrame""}, {""start"": 99, ""end"": 124, ""label"": ""CONDICION"", ""text"": ""materiales fuera de lugar""}, {""start"": 133, ""end"": 153, ""label"": ""EQUIPO"", ""text"": ""el tablero principal""}]"
66,El técnico encontró guarda ausente en la máquina cortadora durante revisión en mantenimiento.,"[{""start"": 0, ""end"": 10, ""label"": ""PERSONA"", ""text"": ""El técnico""}, {""start"": 20, ""end"": 34, ""label"": ""CONDICION"", ""text"": ""guarda ausente""}, {""start"": 38, ""end"": 58, ""label"": ""EQUIPO"", ""text"": ""la máquina cortadora""}, {""start"": 79, ""end"": 92, ""label"": ""AREA"", ""text"": ""mantenimiento""}]"
98,"Durante la inspección, El trabajador observó área obstruida en la línea de empaque alrededor de la banda transportadora tras derrame.","[{""start"": 23, ""end"": 36, ""label"": ""PERSONA"", ""text"": ""El trabajador""}, {""start"": 45, ""end"": 59, ""label"": ""CONDICION"", ""text"": ""área obstruida""}, {""start"": 63, ""end"": 82, ""label"": ""AREA"", ""text"": ""la línea de empaque""}, {""start"": 96, ""end"": 119, ""label"": ""EQUIPO"", ""text"": ""la banda transportadora""}, {""start"": 125, ""end"": 132, ""label"": ""EVENTO"", ""text"": ""derrame""}]"
29,"Durante la inspección, El operario observó materiales fuera de lugar en despacho alrededor de una herramienta industrial tras atrapamiento.","[{""start"": 23, ""end"": 34, ""label"": ""PERSONA"", ""text"": ""El operario""}, {""start"": 43, ""end"": 68, ""label"": ""CONDICION"", ""text"": ""materiales fuera de lugar""}, {""start"": 72, ""end"": 80, ""label"": ""AREA"", ""text"": ""despacho""}, {""start"": 94, ""end"": 120, ""label"": ""EQUIPO"", ""text"": ""una herramienta industrial""}, {""start"": 126, ""end"": 138, ""label"": ""EVENTO"", ""text"": ""atrapamiento""}]"
47,El trabajador reportó descarga en el almacén asociado a humedad cerca de un montacargas y posible exposición a vapores químicos.,"[{""start"": 0, ""end"": 13, ""label"": ""PERSONA"", ""text"": ""El trabajador""}, {""start"": 22, ""end"": 30, ""label"": ""EVENTO"", ""text"": ""descarga""}, {""start"": 34, ""end"": 44, ""label"": ""AREA"", ""text"": ""el almacén""}, {""start"": 56, ""end"": 63, ""label"": ""CONDICION"", ""text"": ""humedad""}, {""start"": 73, ""end"": 87, ""label"": ""EQUIPO"", ""text"": ""un montacargas""}, {""start"": 111, ""end"": 127, ""label"": ""SUSTANCIA"", ""text"": ""vapores químicos""}]"
52,El técnico registró atrapamiento menor en la máquina prensadora por maniobra insegura.,"[{""start"": 0, ""end"": 10, ""label"": ""PERSONA"", ""text"": ""El técnico""}, {""start"": 20, ""end"": 32, ""label"": ""EVENTO"", ""text"": ""atrapamiento""}, {""start"": 42, ""end"": 63, ""label"": ""EQUIPO"", ""text"": ""la máquina prensadora""}, {""start"": 68, ""end"": 85, ""label"": ""CONDICION"", ""text"": ""maniobra insegura""}]"
108,La supervisora observó atrapamiento parcial en la banda transportadora durante labores en planta de producción.,"[{""start"": 0, ""end"": 14, ""label"": ""PERSONA"", ""text"": ""La supervisora""}, {""start"": 23, ""end"": 35, ""label"": ""EVENTO"", ""text"": ""atrapamiento""}, {""start"": 47, ""end"": 70, ""label"": ""EQUIPO"", ""text"": ""la banda transportadora""}, {""start"": 90, ""end"": 110, ""label"": ""AREA"", ""text"": ""planta de producción""}]"
55,"Durante la inspección, El operario observó superficie resbalosa en producción alrededor de una herramienta industrial tras golpe.","[{""start"": 23, ""end"": 34, ""label"": ""PERSONA"", ""text"": ""El operario""}, {""start"": 43, ""end"": 63, ""label"": ""CONDICION"", ""text"": ""superficie resbalosa""}, {""start"": 67, ""end"": 77, ""label"": ""AREA"", ""text"": ""producción""}, {""start"": 91, ""end"": 117, ""label"": ""EQUIPO"", ""text"": ""una herramienta industrial""}, {""start"": 123, ""end"": 128, ""label"": ""EVENTO"", ""text"": ""golpe""}]"
75,El auxiliar reportó fuga en mantenimiento asociado a postura inadecuada cerca de un motor y posible exposición a gas comprimido.,"[{""start"": 0, ""end"": 11, ""label"": ""PERSONA"", ""text"": ""El auxiliar""}, {""start"": 20, ""end"": 24, ""label"": ""EVENTO"", ""text"": ""fuga""}, {""start"": 28, ""end"": 41, ""label"": ""AREA"", ""text"": ""mantenimiento""}, {""start"": 53, ""end"": 71, ""label"": ""CONDICION"", ""text"": ""postura inadecuada""}, {""start"": 81, ""end"": 89, ""label"": ""EQUIPO"", ""text"": ""un motor""}, {""start"": 113, ""end"": 127, ""label"": ""SUSTANCIA"", ""text"": ""gas comprimido""}]"
